snake_name,scientific_name,toxicity,size
Puerto Rican Racer,Borikenophis variegatus,unclear toxicity ??? unclear dangerousness,Length: up to 122.0 cm
Yellow Blotched Palm Pitviper,Bothriechis aurifer,venomous 💀💀💀 dangerous bite,Length: up to 110.0 cm
Guatemala Palm Pit Viper,Bothriechis bicolor,venomous 💀💀💀 dangerous bite,Length: up to 100.0 cm
Side Striped Palm Viper,Bothriechis lateralis,venomous 💀💀💀 dangerous bite,Length: 15.0 to 100.0 cm
Hondura Palm Pitviper,Bothriechis marchi,venomous 💀💀💀 dangerous bite,Length: 15.0 to 100.0 cm
Black Speckled Palm Pitviper,Bothriechis nigroviridis,venomous 💀💀💀 dangerous bite,Length: up to 94.0 cm
Mexican Palm Pitviper,Bothriechis rowleyi,venomous 💀💀💀 dangerous bite,Length: up to 100.0 cm
Eyelash Palm Pitviper,Bothriechis schlegelii,venomous 💀💀💀 dangerous bite,Length: up to 90.0 cm
Blotched Palm Pitviper,Bothriechis supraciliaris,venomous 💀💀💀 dangerous bite,Length: up to 80.0 cm
Merendon Palm Pitviper,Bothriechis thalassinus,venomous 💀💀💀 dangerous bite,Length: up to 97.0 cm
Guifarro's Palm Pitviper,Bothriechis guifarroi,venomous 💀💀💀 dangerous bite,Length: up to 73.4 cm
Talamancan Palm Pitviper,Bothriechis nubestris,venomous 💀💀💀 dangerous bite,Length: unknown
Bismarck Ringed Python,Bothrochilus boa,non-venomous 🐍🐍 constrictor – harmful,Length: up to 200.0 cm
White Lipped Python,Bothrochilus albertisii,non-venomous 🐍🐍 constrictor – harmful,Length: up to 300.0 cm
Bennett's White Lipped Python,Bothrochilus montanus,non-venomous ?🐍? constrictor – unclear dangerousness,Length: unknown
Biak Island White Lipped Python,Bothrochilus biakensis,non-venomous 🐍🐍 constrictor – harmful,Length: up to 167.0 cm
Parker's Python,Bothrochilus fredparkeri,non-venomous 🐍🐍 constrictor – harmful,Length: up to 162.0 cm
Southern White Lipped Python,Bothrochilus meridionalis,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: up to 280.0 cm
Huon White Lipped Python,Bothrochilus huonensis,non-venomous 🐍 constrictor – considered harmless,Length: up to 109.5 cm
Ecuadorian Toad Headed Pitviper,Bothrocophias campbelli,venomous 💀💀💀💀 very dangerous bite,Length: 18.0 to 123.0 cm
Colombian Lancehead,Bothrocophias colombianus,venomous 💀💀💀💀 very dangerous bite,Length: up to 140.0 cm
Hognose Lancehead,Bothrocophias hyoprora,venomous 💀💀💀💀 very dangerous bite,Length: up to 83.0 cm
Cuatro Narices,Bothrocophias microphthalmus,venomous 💀💀💀💀 very dangerous bite,Length: up to 116.0 cm
Chocoan Toadheaded Pit Viper,Bothrocophias myersi,venomous 💀💀💀💀 very dangerous bite,Length: up to 120.0 cm
Andean Lancehead,Bothrocophias andianus,venomous 💀💀💀💀 very dangerous bite,Length: up to 126.0 cm
Lojan Lancehead,Bothrocophias lojanus,venomous 💀💀💀💀 very dangerous bite,Length: up to 61.0 cm
Günther's Black Snake,Bothrolycus ater,unclear toxicity ??? unclear dangerousness,Length: up to 70.2 cm
Brown Loreal Pitted Wolf Snake,Bothrophthalmus brunneus,unclear toxicity ??? unclear dangerousness,Length: unknown
Red Black Striped Snake,Bothrophthalmus lineatus,unclear toxicity ??? unclear dangerousness,Length: up to 129.0 cm
Two Striped Forest Pitviper,Bothrops bilineatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 123.0 cm
Green Black Lancehead,Bothrops chloromelas,venomous 💀💀💀💀 very dangerous bite,Length: up to 100.0 cm
Venezuela Forest Pit Viper,Bothrops medusa,venomous 💀💀💀💀 very dangerous bite,Length: up to 80.0 cm
Inca Forest Pit Viper,Bothrops oligolepis,venomous 💀💀💀💀 very dangerous bite,Length: up to 110.0 cm
Andean Forest Pitviper,Bothrops pulcher,venomous 💀💀💀💀 very dangerous bite,Length: up to 76.4 cm
Speckled Forest Pitviper,Bothrops taeniatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 175.0 cm
Alcatrazes Lancehead,Bothrops alcatraz,venomous 💀💀💀💀 very dangerous bite,Length: up to 58.0 cm
Chaco Lancehead,Bothrops diporus,venomous 💀💀💀💀 very dangerous bite,Length: up to 120.0 cm
Caatinga Lancehead,Bothrops erythromelas,venomous 💀💀💀💀 very dangerous bite,Length: up to 85.0 cm
Golden Lancehead Viper,Bothrops insularis,venomous 💀💀💀💀 very dangerous bite,Length: up to 120.0 cm
Jararaca,Bothrops jararaca,venomous 💀💀💀💀 very dangerous bite,Length: up to 240.0 cm
Lutz Lancehead,Bothrops lutzi,venomous 💀💀💀💀 very dangerous bite,Length: up to 120.0 cm
Mato Grosso Lanzenotter,Bothrops mattogrossensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 130.0 cm
Neuwied's Lancehead,Bothrops neuwiedi,venomous 💀💀💀💀 very dangerous bite,Length: up to 120.0 cm
Black Faced Lancehead,Bothrops pauloensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 120.0 cm
Pampas Lancehead,Bothrops pubescens,venomous 💀💀💀💀 very dangerous bite,Length: up to 121.0 cm
Terciopelo,Bothrops asper,venomous 💀💀💀💀 very dangerous bite,Length: 28.0 to 305.0 cm
Common Lancehead,Bothrops atrox,venomous 💀💀💀💀 very dangerous bite,Length: 30.0 to 180.0 cm
Ayerbe's Lancehead,Bothrops ayerbei,venomous 💀💀💀💀 very dangerous bite,Length: up to 130.0 cm
Barnett's Lancehead,Bothrops barnetti,venomous 💀💀💀💀 very dangerous bite,Length: up to 140.0 cm
Brazil's Lancehead,Bothrops brazili,venomous 💀💀💀💀 very dangerous bite,Length: up to 161.0 cm
Saint Lucia Lancehead,Bothrops caribbaeus,venomous 💀💀💀💀 very dangerous bite,Length: up to 213.0 cm
Jararacussu,Bothrops jararacussu,venomous 💀💀💀💀 very dangerous bite,Length: 28.0 to 220.0 cm
Martinique Lancehead,Bothrops lanceolatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 298.0 cm
Whitetail Lancehead,Bothrops leucurus,venomous 💀💀💀💀 very dangerous bite,Length: up to 195.0 cm
Marajó Lancehead,Bothrops marajoensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 150.0 cm
Marbled Lancehead,Bothrops marmoratus,venomous 💀💀💀💀 very dangerous bite,Length: up to 80.0 cm
Brazilian Lancehead,Bothrops moojeni,venomous 💀💀💀💀 very dangerous bite,Length: up to 230.0 cm
Murici Lancehead,Bothrops muriciensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 88.0 cm
Osborne's Lancehead,Bothrops osbornei,venomous 💀💀💀💀 very dangerous bite,Length: up to 140.0 cm
Desert Lancehead,Bothrops pictus,venomous 💀💀💀💀 very dangerous bite,Length: up to 100.0 cm
Piraja's Lancehead,Bothrops pirajai,venomous 💀💀💀💀 very dangerous bite,Length: up to 137.0 cm
Opossum Tailed Lancehead,Bothrops punctatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 150.0 cm
Bolivian Lancehead,Bothrops sanctaecrucis,venomous 💀💀💀💀 very dangerous bite,Length: up to 125.0 cm
Venezuela Lancehead,Bothrops venezuelensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 167.0 cm
Urutú,Bothrops alternatus,venomous 💀💀💀💀 very dangerous bite,Length: 20.0 to 200.0 cm
Patagonian Lancehead,Bothrops ammodytoides,venomous 💀💀💀💀 very dangerous bite,Length: up to 100.0 cm
Cotiara,Bothrops cotiara,venomous 💀💀💀💀 very dangerous bite,Length: up to 110.0 cm
Fonseca's Lancehead,Bothrops fonsecai,venomous 💀💀💀💀 very dangerous bite,Length: up to 150.0 cm
São Paulo Lancehead,Bothrops itapetiningae,venomous 💀💀💀💀 very dangerous bite,Length: up to 50.0 cm
Cochabamba Lancehead,Bothrops jonathani,venomous 💀💀💀💀 very dangerous bite,Length: up to 88.0 cm
Vitória Island Lancehead,Bothrops otavioi,venomous 💀💀💀💀 very dangerous bite,Length: up to 45.0 cm
Franceses Island Lancehead,Bothrops sazimai,venomous 💀💀💀💀 very dangerous bite,Length: unknown
Revoil's Short Snake,Brachyophis revoili,venomous ?💀? unclear dangerousness,Length: up to 30.0 cm
Seram Short Tailed Snake,Brachyorrhos albus,venomous ?💀? unclear dangerousness,Length: up to 76.0 cm
Buru Short Tailed Snake,Brachyorrhos gastrotaenius,unclear toxicity ??? unclear dangerousness,Length: unknown
Ternate Short Tailed Snake,Brachyorrhos raffrayi,unclear toxicity ??? unclear dangerousness,Length: unknown
Halmahera Short Tailed Snake,Brachyorrhos wallacei,unclear toxicity ??? unclear dangerousness,Length: unknown
North Western Shovel Nosed Snake,Brachyurophis approximans,venomous 💀💀 harmful bite,Length: up to 37.0 cm
Narrow Banded Shovel Nosed Snake,Brachyurophis fasciolatus,venomous ?💀? unclear dangerousness,Length: up to 41.0 cm
Unbanded Shovel Nosed Snake,Brachyurophis incinctus,venomous ?💀? unclear dangerousness,Length: up to 32.0 cm
Arnhem Shovel Nosed Snake,Brachyurophis morrisi,venomous ?💀? unclear dangerousness,Length: up to 32.0 cm
Northern Shovel Nosed Snake,Brachyurophis roperi,venomous ?💀? unclear dangerousness,Length: up to 37.0 cm
Southern Shovel Nosed Snake,Brachyurophis semifasciatus,venomous ?💀? unclear dangerousness,Length: up to 40.0 cm
Australian Coral Snake,Brachyurophis australis,venomous ?💀? unclear dangerousness,Length: up to 50.0 cm
Campbell's Shovel Nosed Snake,Brachyurophis campbelli,venomous ?💀? unclear dangerousness,Length: unknown
Fiherenana White Spotted Snake,Brygophis coulangesi,unclear toxicity ??? unclear dangerousness,Length: up to 120.0 cm
Pale Headed Forest Snake,Buhoma depressiceps,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
Uluguru Forest Snake,Buhoma procterae,unclear toxicity ??? unclear dangerousness,Length: up to 52.0 cm
Usambara Forest Snake,Buhoma vauerocegae,unclear toxicity ??? unclear dangerousness,Length: up to 52.0 cm
South Andaman Krait,Bungarus andamanensis,venomous 💀💀💀💀 very dangerous bite,Length: up to 130.0 cm
Northeastern Hill Krait,Bungarus bungaroides,venomous 💀💀💀💀 very dangerous bite,Length: up to 160.0 cm
Indian Krait,Bungarus caeruleus,venomous 💀💀💀💀 very dangerous bite,Length: 16.2 to 180.0 cm
Blue Krait,Bungarus candidus,venomous 💀💀💀💀 very dangerous bite,Length: 27.0 to 160.0 cm
Sri Lankan Krait,Bungarus ceylonicus,venomous 💀💀💀💀 very dangerous bite,Length: 25.0 to 135.0 cm
Banded Krait,Bungarus fasciatus,venomous 💀💀💀💀 very dangerous bite,Length: 25.0 to 225.0 cm
Red Headed Krait,Bungarus flaviceps,venomous 💀💀💀💀 very dangerous bite,Length: 33.0 to 195.5 cm
Lesser Black Krait,Bungarus lividus,venomous 💀💀💀💀 very dangerous bite,Length: up to 110.0 cm
Burmese Krait,Bungarus magnimaculatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 150.0 cm
Many Banded Krait,Bungarus multicinctus,venomous 💀💀💀💀 very dangerous bite,Length: 25.0 to 185.0 cm
Greater Black Krait,Bungarus niger,venomous 💀💀💀💀 very dangerous bite,Length: up to 130.0 cm
Sind Krait,Bungarus sindanus,venomous 💀💀💀💀 very dangerous bite,Length: 25.0 to 165.0 cm
Red River Krait,Bungarus slowinskii,venomous 💀💀💀💀 very dangerous bite,Length: up to 132.0 cm
Persian Krait,Bungarus persicus,venomous 💀💀💀💀 very dangerous bite,Length: unknown
Wall's Sind Krait,Bungarus walli,venomous 💀💀💀💀 very dangerous bite,Length: up to 180.0 cm
Amaral's Ground Snake,Caaeteboia amarali,unclear toxicity ??? unclear dangerousness,Length: unknown
Northern Dwarf Crowned Snake,Cacophis churchilli,venomous 💀💀 harmful bite,Length: up to 45.0 cm
White Crowned Snake,Cacophis harriettae,venomous 💀💀 harmful bite,Length: up to 56.0 cm
Dwarf Crowned Snake,Cacophis krefftii,venomous 💀💀 harmful bite,Length: up to 37.5 cm
Golden Crowned Snake,Cacophis squamulosus,venomous 💀💀 harmful bite,Length: up to 85.0 cm
Calabar Ground Boa,Calabaria reinhardtii,non-venomous 🐍 constrictor – considered harmless,Length: up to 110.0 cm
Mang Xang Reed Snake,Calamaria abramovi,unclear toxicity ??? unclear dangerousness,Length: unknown
Padang Reed Snake,Calamaria abstrusa,unclear toxicity ??? unclear dangerousness,Length: up to 21.0 cm
Pointed Snout Reed Snake,Calamaria acutirostris,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
White Bellied Reed Snake,Calamaria albiventer,unclear toxicity ??? unclear dangerousness,Length: up to 40.0 cm
Bengkulu Reed Snake,Calamaria alidae,unclear toxicity ??? unclear dangerousness,Length: up to 29.0 cm
Apreocular Reed Snake,Calamaria apraeocularis,unclear toxicity ??? unclear dangerousness,Length: up to 28.0 cm
Banggai Reed Snake,Calamaria banggaiensis,unclear toxicity ??? unclear dangerousness,Length: unknown
Battersby's Reed Snake,Calamaria battersbyi,unclear toxicity ??? unclear dangerousness,Length: up to 20.0 cm
Two Colored Dwarf Snake,Calamaria bicolor,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
Luzon Dwarf Snake,Calamaria bitorques,unclear toxicity ??? unclear dangerousness,Length: up to 42.0 cm
Boeseman’s Reed Snake,Calamaria boesemani,unclear toxicity ??? unclear dangerousness,Length: up to 25.0 cm
Bornean Reed Snake,Calamaria borneensis,unclear toxicity ??? unclear dangerousness,Length: up to 38.0 cm
Brongersma’s Reed Snake,Calamaria brongersmai,unclear toxicity ??? unclear dangerousness,Length: up to 29.0 cm
Dalat Dwarf Snake,Calamaria buchi,unclear toxicity ??? unclear dangerousness,Length: up to 47.0 cm
Buton Reed Snake,Calamaria butonensis,unclear toxicity ??? unclear dangerousness,Length: unknown
Seram Reed Snake,Calamaria ceramensis,unclear toxicity ??? unclear dangerousness,Length: up to 31.0 cm
Bach Ma Reed Snake,Calamaria concolor,unclear toxicity ??? unclear dangerousness,Length: unknown
Thick Reed Snake,Calamaria crassa,unclear toxicity ??? unclear dangerousness,Length: up to 46.0 cm
Dark Bellied Reed Snake,Calamaria curta,unclear toxicity ??? unclear dangerousness,Length: up to 31.0 cm
Döderlein's Reed Snake,Calamaria doederleini,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Eiselt's Reed Snake,Calamaria eiselti,unclear toxicity ??? unclear dangerousness,Length: up to 43.0 cm
Everett's Reed Snake,Calamaria everetti,unclear toxicity ??? unclear dangerousness,Length: up to 25.0 cm
Forcart's Reed Snake,Calamaria forcarti,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Philippine Dwarf Snake,Calamaria gervaisii,unclear toxicity ??? unclear dangerousness,Length: up to 32.0 cm
Gia Lai Reed Snake,Calamaria gialaiensis,unclear toxicity ??? unclear dangerousness,Length: unknown
Grabowsky's Reed Snake,Calamaria grabowskyi,unclear toxicity ??? unclear dangerousness,Length: up to 47.0 cm
Slender Reed Snake,Calamaria gracillima,unclear toxicity ??? unclear dangerousness,Length: up to 29.0 cm
Lined Reed Snake,Calamaria griswoldi,unclear toxicity ??? unclear dangerousness,Length: up to 50.0 cm
Samarinda Reed Snake,Calamaria hilleniusi,unclear toxicity ??? unclear dangerousness,Length: up to 37.0 cm
Tioman Reed Snake,Calamaria ingeri,unclear toxicity ??? unclear dangerousness,Length: up to 17.0 cm
Javanese Reed Snake,Calamaria javanica,unclear toxicity ??? unclear dangerousness,Length: up to 25.0 cm
Jolo Worm Snake,Calamaria joloensis,unclear toxicity ??? unclear dangerousness,Length: up to 20.0 cm
White Striped Reed Snake,Calamaria lateralis,unclear toxicity ??? unclear dangerousness,Length: up to 29.0 cm
Cocos Island Reed Snake,Calamaria lautensis,unclear toxicity ??? unclear dangerousness,Length: up to 25.0 cm
Ampat Lawang Dwarf Snake,Calamaria leucogaster,unclear toxicity ??? unclear dangerousness,Length: up to 22.0 cm
Linne's Dwarf Snake,Calamaria linnaei,unclear toxicity ??? unclear dangerousness,Length: up to 40.0 cm
Long Snouted Reed Snake,Calamaria longirostris,unclear toxicity ??? unclear dangerousness,Length: unknown
Lovi’s Reed Snake,Calamaria lovii,unclear toxicity ??? unclear dangerousness,Length: up to 32.0 cm
Variable Reed Snake,Calamaria lumbricoidea,unclear toxicity ??? unclear dangerousness,Length: up to 65.0 cm
Lumholz's Reed Snake,Calamaria lumholtzi,unclear toxicity ??? unclear dangerousness,Length: up to 21.0 cm
Bleeker's Dwarf Snake,Calamaria margaritophora,unclear toxicity ??? unclear dangerousness,Length: up to 36.0 cm
Mechel's Reed Snake,Calamaria mecheli,unclear toxicity ??? unclear dangerousness,Length: up to 25.0 cm
Kapuas Reed Snake,Calamaria melanota,unclear toxicity ??? unclear dangerousness,Length: up to 26.0 cm
Yellow Spotted Reed Snake,Calamaria modesta,unclear toxicity ??? unclear dangerousness,Length: up to 46.0 cm
Mueller’s Reed Snake,Calamaria muelleri,unclear toxicity ??? unclear dangerousness,Length: up to 36.0 cm
Narrow Headed Reed Snake,Calamaria nuchalis,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Palawan Worm Snake,Calamaria palavanensis,unclear toxicity ??? unclear dangerousness,Length: up to 33.0 cm
Collared Reed Snake,Calamaria pavimentata,unclear toxicity ??? unclear dangerousness,Length: up to 49.0 cm
Pfeffer's Reed Snake,Calamaria pfefferi,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Prakke’s Reed Snake,Calamaria prakkei,unclear toxicity ??? unclear dangerousness,Length: up to 26.0 cm
Rebentisch's Reed Snake,Calamaria rebentischi,unclear toxicity ??? unclear dangerousness,Length: up to 25.0 cm
Sang's Reed Snake,Calamaria sangi,unclear toxicity ??? unclear dangerousness,Length: unknown
White Headed Reed Snake,Calamaria schlegeli,unclear toxicity ??? unclear dangerousness,Length: up to 46.0 cm
Schmidt's Reed Snake,Calamaria schmidti,unclear toxicity ??? unclear dangerousness,Length: up to 25.0 cm
Hong Kong Dwarf Snake,Calamaria septentrionalis,unclear toxicity ??? unclear dangerousness,Length: up to 39.0 cm
Yellow Bellied Reed Snake,Calamaria suluensis,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Sumatra Dwarf Snake,Calamaria sumatrana,unclear toxicity ??? unclear dangerousness,Length: up to 26.0 cm
Thanhs Zwergschlange,Calamaria thanhi,unclear toxicity ??? unclear dangerousness,Length: up to 46.0 cm
Ulmer's Reed Snake,Calamaria ulmeri,unclear toxicity ??? unclear dangerousness,Length: up to 31.0 cm
Boie's Dwarf Snake,Calamaria virgulata,unclear toxicity ??? unclear dangerousness,Length: up to 38.0 cm
Yunnan Reed Snake,Calamaria yunnanensis,unclear toxicity ??? unclear dangerousness,Length: up to 25.0 cm
Tropical Forest Snake,Calamodontophis paucidens,unclear toxicity ??? unclear dangerousness,Length: up to 43.0 cm
Ronaldo's Forest Snake,Calamodontophis ronaldoi,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Yapen Island Stout Tailed Snake,Calamophis jobiensis,venomous ?💀? unclear dangerousness,Length: unknown
Andian Stout Tailed Snake,Calamophis katesandersae,unclear toxicity ??? unclear dangerousness,Length: unknown
Kebar Stout Tailed Snake,Calamophis ruuddelangi,unclear toxicity ??? unclear dangerousness,Length: unknown
Arfak Stout Tailed Snake,Calamophis sharonbrooksae,unclear toxicity ??? unclear dangerousness,Length: unknown
Sulawesi Iridescent Snake,Calamorhabdium acuticeps,unclear toxicity ??? unclear dangerousness,Length: up to 12.0 cm
Batjan Iridescent Snake,Calamorhabdium kuekenthali,unclear toxicity ??? unclear dangerousness,Length: up to 26.0 cm
Beddome's Coral Snake,Calliophis beddomei,venomous 💀💀💀💀 very dangerous bite,Length: up to 75.0 cm
Bibron's Slender Coral Snake,Calliophis bibroni,venomous 💀💀💀💀 very dangerous bite,Length: up to 100.0 cm
Blue Malaysian Coral Snake,Calliophis bivirgatus,venomous 💀💀💀💀 very dangerous bite,Length: up to 185.0 cm
Gray Coral Snake,Calliophis gracilis,venomous 💀💀💀💀 very dangerous bite,Length: up to 100.0 cm
Blood Bellied Coral Snake,Calliophis haematoetron,venomous 💀💀💀💀 very dangerous bite,Length: up to 75.0 cm
Banded Malaysian Coral Snake,Calliophis intestinalis,venomous 💀💀💀💀 very dangerous bite,Length: up to 58.0 cm
Speckled Coral Snake,Calliophis maculiceps,venomous 💀💀💀💀 very dangerous bite,Length: up to 130.0 cm
Indian Coral Snake,Calliophis melanurus,venomous 💀💀💀💀 very dangerous bite,Length: up to 57.0 cm
Black Coral Snake,Calliophis nigrescens,venomous 💀💀💀💀 very dangerous bite,Length: up to 115.0 cm
Castoe’s Coral Snake,Calliophis castoe,venomous 💀💀💀💀 very dangerous bite,Length: up to 55.0 cm
Malayan Pitviper,Calloselasma rhodostoma,venomous 💀💀💀💀 very dangerous bite,Length: 13.0 to 120.0 cm
Viper Boa,Candoia aspera,non-venomous 🐍 constrictor – considered harmless,Length: up to 100.0 cm
Pacific Tree Boa,Candoia bibroni,non-venomous 🐍🐍 constrictor – harmful,Length: up to 150.0 cm
Pacific Ground Boa,Candoia carinata,non-venomous 🐍 constrictor – considered harmless,Length: up to 100.0 cm
Solomon Island Ground Boa,Candoia paulsoni,non-venomous ---,Length: unknown
Palau Bevel Nosed Boa,Candoia superciliosa,non-venomous ---,Length: unknown
Black And White Racer,Caraiba andreae,unclear toxicity ??? unclear dangerousness,Length: up to 96.0 cm
Eastern Wormsnake,Carphophis amoenus,unclear toxicity ??? unclear dangerousness,Length: 9.0 to 35.0 cm
Western Worm Snake,Carphophis vermis,unclear toxicity ??? unclear dangerousness,Length: up to 39.0 cm
Round Island Ground Boas,Casarea dussumieri,non-venomous ---,Length: unknown
Black Headed Blind Snake,Cathetorhinus melanocephalus,non-venomous ---,Length: unknown
Lined Night Adder,Causus bilineatus,venomous 💀💀 harmful bite,Length: up to 65.0 cm
Snouted Night Adder,Causus defilippii,venomous 💀💀 harmful bite,Length: 10.0 to 50.0 cm
Lichtenstein's Night Adder,Causus lichtensteinii,venomous 💀💀 harmful bite,Length: up to 74.0 cm
Forest Rhombic Night Adder,Causus maculatus,venomous 💀💀💀 dangerous bite,Length: 9.0 to 75.0 cm
Green Night Adder,Causus resimus,venomous 💀💀 harmful bite,Length: up to 75.0 cm
Common Night Adder,Causus rhombeatus,venomous 💀💀 harmful bite,Length: 13.0 to 101.0 cm
Rasmussen's Night Adder,Causus rasmusseni,venomous 💀💀💀 dangerous bite,Length: unknown
Scarlet Snake,Cemophora coccinea,unclear toxicity ??? unclear dangerousness,Length: 15.0 to 92.0 cm
Texas Scarlet Snake,Cemophora lineri,unclear toxicity ??? unclear dangerousness,Length: unknown
Böhme's Horned Viper,Cerastes boehmei,venomous 💀💀💀 dangerous bite,Length: up to 21.8 cm
Horned Viper,Cerastes cerastes,venomous 💀💀💀 dangerous bite,Length: 16.0 to 90.0 cm
Arabian Horned Viper,Cerastes gasperettii,venomous 💀💀💀 dangerous bite,Length: up to 85.0 cm
Sahara Sand Viper,Cerastes vipera,venomous 💀💀💀 dangerous bite,Length: up to 53.0 cm
Australian Bockadam,Cerberus australis,venomous ?💀? unclear dangerousness,Length: up to 120.0 cm
Dog Faced Water Snake,Cerberus microlepis,venomous ?💀? unclear dangerousness,Length: up to 104.6 cm
New Guinea Bockadam,Cerberus rynchops,venomous ?💀? unclear dangerousness,Length: 15.0 to 125.0 cm
Dunson's Water Snake,Cerberus dunsoni,venomous ?💀? unclear dangerousness,Length: up to 81.3 cm
Southeast Asian Bockadam,Cerberus schneiderii,venomous ?💀? unclear dangerousness,Length: up to 107.5 cm
Schlegel's Golden Snake,Cercophis auratus,unclear toxicity ??? unclear dangerousness,Length: up to 100.0 cm
Godman's Montane Pitviper,Cerrophidion godmani,venomous 💀💀💀 dangerous bite,Length: 14.0 to 82.0 cm
Petlalcala Montane Pitviper,Cerrophidion petlalcalensis,venomous 💀💀💀 dangerous bite,Length: up to 47.0 cm
Costa Rica Montane Pitviper,Cerrophidion sasai,venomous 💀💀💀 dangerous bite,Length: up to 71.3 cm
Tzotzil Montane Pitviper,Cerrophidion tzotzilorum,venomous 💀💀💀 dangerous bite,Length: up to 55.0 cm
Honduras Montane Pitviper,Cerrophidion wilsoni,venomous 💀💀💀 dangerous bite,Length: up to 64.8 cm
Christy's Banded Snake,Chamaelycus christyi,unclear toxicity ??? unclear dangerousness,Length: up to 37.0 cm
African Banded Snake,Chamaelycus fasciatus,unclear toxicity ??? unclear dangerousness,Length: up to 38.0 cm
Parker's Banded Snake,Chamaelycus parkeri,unclear toxicity ??? unclear dangerousness,Length: up to 38.0 cm
Guatemalan Yellow Lipped Snake,Chapinophis xanthocheilus,unclear toxicity ??? unclear dangerousness,Length: up to 52.0 cm
Rubber Boa,Charina bottae,non-venomous 🐍 constrictor – considered harmless,Length: 15.0 to 84.0 cm
Southern Rubber Boa,Charina umbratica,non-venomous ---,Length: unknown
Liebmann's Earth Runner,Chersodromus liebmanni,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Redbelly Earth Runner,Chersodromus rubriventris,unclear toxicity ??? unclear dangerousness,Length: up to 31.0 cm
Cuban Tree Boa,Chilabothrus angulifer,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: 35.0 to 640.0 cm
Abaco Island Boa,Chilabothrus exsul,non-venomous ---,Length: up to 100.0 cm
Ford’s Boa,Chilabothrus fordii,non-venomous ---,Length: up to 109.0 cm
Hispaniola Boa,Chilabothrus gracilis,non-venomous ---,Length: up to 116.0 cm
Puerto Rican Boa,Chilabothrus inornatus,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: up to 250.0 cm
Hispaniolan Boa,Chilabothrus striatus,non-venomous ---,Length: up to 270.0 cm
Jamaican Boa,Chilabothrus subflavus,non-venomous 🐍🐍🐍 constrictor – dangerous,Length: up to 250.0 cm
Haitian Boa,Chilabothrus strigilatus,non-venomous ---,Length: unknown
Mona Island Boa,Chilabothrus monensis,non-venomous ---,Length: up to 120.0 cm
Conception Bank Silver Boa,Chilabothrus argentum,non-venomous ---,Length: unknown
Virgin Islands Boa,Chilabothrus granti,non-venomous ---,Length: unknown
Butler's Two Headed Snake,Chilorhinophis butleri,venomous ?💀? unclear dangerousness,Length: up to 36.0 cm
Congo Two Headed Snake,Chilorhinophis gerardi,venomous ?💀? unclear dangerousness,Length: up to 57.0 cm
Two Headed Sipo,Chironius bicarinatus,unclear toxicity ??? unclear dangerousness,Length: up to 180.0 cm
Sipo,Chironius carinatus,unclear toxicity ??? unclear dangerousness,Length: up to 205.0 cm
Maringma Tepui Sipo,Chironius challenger,unclear toxicity ??? unclear dangerousness,Length: unknown
Linnaeus' Sipo,Chironius exoletus,unclear toxicity ??? unclear dangerousness,Length: up to 155.0 cm
Caninana Marrom Listada,Chironius flavolineatus,unclear toxicity ??? unclear dangerousness,Length: up to 122.0 cm
South American Sipo,Chironius foveatus,unclear toxicity ??? unclear dangerousness,Length: unknown
Brown Sipo,Chironius fuscus,unclear toxicity ??? unclear dangerousness,Length: up to 160.0 cm
Ecuador Sipo,Chironius grandisquamis,unclear toxicity ??? unclear dangerousness,Length: up to 272.0 cm
Brazilian Sipo,Chironius laevicollis,unclear toxicity ??? unclear dangerousness,Length: up to 235.0 cm
Machete,Chironius laurenti,unclear toxicity ??? unclear dangerousness,Length: up to 215.0 cm
Mountain Sipo,Chironius monticola,unclear toxicity ??? unclear dangerousness,Length: up to 157.0 cm
South American Sipo,Chironius multiventris,unclear toxicity ??? unclear dangerousness,Length: up to 261.0 cm
Central Sipo,Chironius quadricarinatus,unclear toxicity ??? unclear dangerousness,Length: up to 140.0 cm
