snake_name,scientific_name,toxicity,size
Slender Snake,Tachymenis tarmensis,venomous 💀💀💀 dangerous bite,Length: up to 39.0 cm
Atlantic Forest Leaf Litter Snake,Taeniophallus affinis,unclear toxicity ??? unclear dangerousness,Length: up to 71.0 cm
Two Striped Leaf Litter Snake,Taeniophallus bilineatus,unclear toxicity ??? unclear dangerousness,Length: up to 40.0 cm
Short Nosed Groundsnake,Taeniophallus brevirostris,unclear toxicity ??? unclear dangerousness,Length: up to 51.0 cm
Venezuelan Leaf Litter Snake,Taeniophallus nebularis,unclear toxicity ??? unclear dangerousness,Length: up to 49.0 cm
Northern Leaf Litter Snake,Taeniophallus nicagus,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
Bahia Leaf Litter Snake,Taeniophallus occipitalis,unclear toxicity ??? unclear dangerousness,Length: up to 66.0 cm
Rio De Janeiro Leaf Litter Snake,Taeniophallus persimilis,unclear toxicity ??? unclear dangerousness,Length: up to 44.0 cm
Uruguayan Leaf Litter Snake,Taeniophallus poecilopogon,unclear toxicity ??? unclear dangerousness,Length: up to 56.0 cm
Four Spotted Leaf Litter Snake,Taeniophallus quadriocellatus,unclear toxicity ??? unclear dangerousness,Length: unknown
Oaxacan Cat Eyed Snake,Tantalophis discolor,unclear toxicity ??? unclear dangerousness,Length: up to 62.0 cm
Barbour's Centipede Snake,Tantilla albiceps,venomous ?💀? unclear dangerousness,Length: up to 21.0 cm
Boulenger's Centipede Snake,Tantilla alticola,venomous ?💀? unclear dangerousness,Length: up to 33.0 cm
Andes Centipede Snake,Tantilla andinista,venomous ?💀? unclear dangerousness,Length: up to 29.0 cm
Schwarznacken Schwarzkopfschlange,Tantilla armillata,venomous ?💀? unclear dangerousness,Length: unknown
Mexican Blackhead Snake,Tantilla atriceps,venomous ?💀? unclear dangerousness,Length: up to 25.0 cm
Baird's Black Headed Snake,Tantilla bairdi,venomous ?💀? unclear dangerousness,Length: up to 33.0 cm
Bocourt's Black Headed Snake,Tantilla bocourti,venomous ?💀? unclear dangerousness,Length: up to 45.0 cm
Sierra Do Cipo Snake,Tantilla boipiranga,venomous ?💀? unclear dangerousness,Length: up to 38.0 cm
Mertens' Centipede Snake,Tantilla brevicauda,venomous ?💀? unclear dangerousness,Length: up to 17.0 cm
Briggs' Centipede Snake,Tantilla briggsi,venomous ?💀? unclear dangerousness,Length: up to 30.0 cm
Pacific Coast Centipede Snake,Tantilla calamarina,venomous ?💀? unclear dangerousness,Length: up to 20.0 cm
Capistrata Centipede Snake,Tantilla capistrata,venomous ?💀? unclear dangerousness,Length: up to 40.0 cm
Michoacán Centipede Snake,Tantilla cascadae,venomous ?💀? unclear dangerousness,Length: up to 14.0 cm
Ceboruco Centipede Snake,Tantilla ceboruca,venomous ?💀? unclear dangerousness,Length: unknown
Guerreran Centipede Snake,Tantilla coronadoi,venomous ?💀? unclear dangerousness,Length: up to 18.0 cm
Southeastern Crowned Snake,Tantilla coronata,venomous ?💀? unclear dangerousness,Length: 7.6 to 33.0 cm
Big Bend Blackhead Snake,Tantilla cucullata,venomous ?💀? unclear dangerousness,Length: up to 55.0 cm
Peten Centipede Snake,Tantilla cuniculator,venomous ?💀? unclear dangerousness,Length: up to 22.0 cm
Deppe's Centipede Snake,Tantilla deppei,venomous ?💀? unclear dangerousness,Length: up to 27.0 cm
Yellow Lined Centipede Snake,Tantilla flavilineata,venomous ?💀? unclear dangerousness,Length: up to 29.0 cm
Flathead Snake,Tantilla gracilis,venomous ?💀? unclear dangerousness,Length: up to 25.0 cm
Peten Centipede Snake,Tantilla hendersoni,venomous ?💀? unclear dangerousness,Length: up to 27.0 cm
Southwestern Blackhead Snake,Tantilla hobartsmithi,venomous ?💀? unclear dangerousness,Length: up to 37.0 cm
Greater Centipede Snake,Tantilla impensa,venomous ?💀? unclear dangerousness,Length: up to 73.0 cm
Mountain Centipede Snake,Tantilla insulamontana,venomous ?💀? unclear dangerousness,Length: up to 40.0 cm
Jan's Centipede Snake,Tantilla jani,venomous ?💀? unclear dangerousness,Length: up to 25.0 cm
Johnson’s Centipede Snake,Tantilla johnsoni,venomous ?💀? unclear dangerousness,Length: up to 34.0 cm
Mena's Centipede Snake,Tantilla lempira,venomous ?💀? unclear dangerousness,Length: up to 26.0 cm
Equator Centipede Snake,Tantilla melanocephala,venomous ?💀? unclear dangerousness,Length: up to 49.0 cm
Culebra De Pichincha,Tantilla miyatai,venomous ?💀? unclear dangerousness,Length: up to 38.0 cm
Blackbelly Centipede Snake,Tantilla moesta,venomous ?💀? unclear dangerousness,Length: up to 59.0 cm
Black Centipede Snake,Tantilla nigra,venomous ?💀? unclear dangerousness,Length: up to 17.0 cm
Plains Blackhead Snake,Tantilla nigriceps,venomous ?💀? unclear dangerousness,Length: 10.0 to 42.3 cm
Oaxacan Centipede Snake,Tantilla oaxacae,venomous ?💀? unclear dangerousness,Length: up to 27.0 cm
Rim Rock Crowned Snake,Tantilla oolitica,venomous ?💀? unclear dangerousness,Length: up to 29.0 cm
Peters' Black Headed Snake,Tantilla petersi,venomous ?💀? unclear dangerousness,Length: up to 44.0 cm
Western Blackhead Snake,Tantilla planiceps,venomous ?💀? unclear dangerousness,Length: up to 40.0 cm
Serpiente Grande De Honduras,Tantilla psittaca,venomous ?💀? unclear dangerousness,Length: unknown
Florida Crowned Snake,Tantilla relicta,venomous ?💀? unclear dangerousness,Length: up to 24.0 cm
Reticulate Centipede Snake,Tantilla reticulata,venomous ?💀? unclear dangerousness,Length: up to 32.0 cm
Pueblan Centipede Snake,Tantilla robusta,venomous ?💀? unclear dangerousness,Length: up to 43.0 cm
Red Black Headed Snake,Tantilla rubra,venomous ?💀? unclear dangerousness,Length: up to 55.0 cm
Striped Crowned Snake,Tantilla ruficeps,venomous ?💀? unclear dangerousness,Length: unknown
Red Earth Centipede Snake,Tantilla schistosa,venomous ?💀? unclear dangerousness,Length: up to 29.0 cm
Ringed Centipede Snake,Tantilla semicincta,venomous ?💀? unclear dangerousness,Length: up to 60.0 cm
Garland Centipede Snake,Tantilla sertula,venomous ?💀? unclear dangerousness,Length: up to 15.0 cm
Potosí Centipede Snake,Tantilla shawi,venomous ?💀? unclear dangerousness,Length: up to 69.0 cm
Slavens' Centipede Snake,Tantilla slavensi,venomous ?💀? unclear dangerousness,Length: up to 35.0 cm
Striped Centipede Snake,Tantilla striata,venomous ?💀? unclear dangerousness,Length: up to 22.0 cm
Banded Centipede Snake,Tantilla supracincta,venomous ?💀? unclear dangerousness,Length: up to 56.0 cm
Central American Centipede Snake,Tantilla taeniata,venomous ?💀? unclear dangerousness,Length: up to 42.0 cm
Volcan Tacana Centipede Snake,Tantilla tayrae,venomous ?💀? unclear dangerousness,Length: up to 36.0 cm
White Striped Centipede Snake,Tantilla tecta,venomous ?💀? unclear dangerousness,Length: up to 22.0 cm
Three Lined Centipede Snake,Tantilla trilineata,venomous ?💀? unclear dangerousness,Length: up to 25.0 cm
Three Lined Centipede Snake,Tantilla triseriata,venomous ?💀? unclear dangerousness,Length: up to 20.0 cm
Three Banded Centipede Snake,Tantilla tritaeniata,venomous ?💀? unclear dangerousness,Length: up to 40.0 cm
Hallowell's Centipede Snake,Tantilla vermiformis,venomous ?💀? unclear dangerousness,Length: up to 16.0 cm
Vulcan Centipede Snake,Tantilla vulcani,venomous ?💀? unclear dangerousness,Length: up to 25.0 cm
Chihuahuan Blackhead Snake,Tantilla wilcoxi,venomous ?💀? unclear dangerousness,Length: up to 36.0 cm
Yaquia Blackhead Snake,Tantilla yaquia,venomous ?💀? unclear dangerousness,Length: up to 33.0 cm
Northern Honduras Centipede Snake,Tantilla olympia,venomous ?💀? unclear dangerousness,Length: unknown
Chucantí Centipede Snake,Tantilla berguidoi,venomous ?💀? unclear dangerousness,Length: unknown
Tjiasmanto's Centipede Snake,Tantilla tjiasmantoi,venomous ?💀? unclear dangerousness,Length: unknown
Speckled Dwarf Short Tail Snake,Tantillita brevissima,unclear toxicity ??? unclear dangerousness,Length: up to 20.0 cm
Yucatecan Dwarf Short Tail Snake,Tantillita canula,unclear toxicity ??? unclear dangerousness,Length: up to 17.0 cm
Linton's Dwarf Short Tail Snake,Tantillita lintoni,unclear toxicity ??? unclear dangerousness,Length: up to 20.0 cm
Beetz's Tiger Snake,Telescopus beetzi,venomous ?💀? unclear dangerousness,Length: up to 67.0 cm
Israeli Catsnake,Telescopus dhara,venomous ?💀? unclear dangerousness,Length: up to 196.0 cm
European Catsnake,Telescopus fallax,venomous ?💀? unclear dangerousness,Length: up to 108.0 cm
Blue Nile Cat Snake,Telescopus gezirae,venomous ?💀? unclear dangerousness,Length: up to 50.0 cm
Hoogstraal's Cat Snake,Telescopus hoogstraali,venomous ?💀? unclear dangerousness,Length: up to 122.0 cm
Black Headed Snake,Telescopus nigriceps,venomous ?💀? unclear dangerousness,Length: up to 60.0 cm
Egyptian Catsnake,Telescopus obtusus,venomous ?💀? unclear dangerousness,Length: up to 190.0 cm
Beautiful Cat Snake,Telescopus pulcher,venomous ?💀? unclear dangerousness,Length: unknown
Indian Desert Tiger Snake,Telescopus rhinopoma,venomous ?💀? unclear dangerousness,Length: up to 160.0 cm
Tiger Cat Snake,Telescopus semiannulatus,venomous 💀💀 harmful bite,Length: up to 105.0 cm
Soosan Tiger Snake,Telescopus tessellatus,venomous ?💀? unclear dangerousness,Length: up to 105.0 cm
North African Cat Snake,Telescopus tripolitanus,venomous ?💀? unclear dangerousness,Length: up to 190.0 cm
Variable Cat Snake,Telescopus variegatus,venomous ?💀? unclear dangerousness,Length: up to 90.0 cm
Damara Tiger Snake,Telescopus finkeldeyi,venomous ?💀? unclear dangerousness,Length: unknown
Palni Mountain Burrowing Snake,Teretrurus rhodogaster,non-venomous ---,Length: unknown
Purple Red Earth Snake,Teretrurus sanguineus,non-venomous ---,Length: up to 22.0 cm
St. Lucia Thread Snake,Tetracheilostoma breuili,non-venomous ---,Length: up to 11.9 cm
Barbados Thread Snake,Tetracheilostoma carlae,non-venomous ---,Length: up to 9.9 cm
Two Lined Blind Snake,Tetracheilostoma bilineatum,non-venomous ---,Length: unknown
Bluebelly Java Snake,Tetralepis fruhstorferi,unclear toxicity ??? unclear dangerousness,Length: up to 50.0 cm
Jararaca Mock Viper,Thamnodynastes almae,unclear toxicity ??? unclear dangerousness,Length: up to 76.0 cm
La Ceiba Mock Viper,Thamnodynastes ceibae,unclear toxicity ??? unclear dangerousness,Length: unknown
Chaco Mock Viper,Thamnodynastes chaquensis,unclear toxicity ??? unclear dangerousness,Length: up to 73.0 cm
Roze's Coastal House Snake,Thamnodynastes chimanta,unclear toxicity ??? unclear dangerousness,Length: up to 43.0 cm
Corocoro Mock Viper,Thamnodynastes corocoroensis,unclear toxicity ??? unclear dangerousness,Length: up to 26.0 cm
Apure Mock Viper,Thamnodynastes dixoni,unclear toxicity ??? unclear dangerousness,Length: unknown
Cerro Duida Mock Viper,Thamnodynastes duida,unclear toxicity ??? unclear dangerousness,Length: up to 46.0 cm
Gambote Mock Viper,Thamnodynastes gambotensis,unclear toxicity ??? unclear dangerousness,Length: up to 53.0 cm
Argentine Mock Viper,Thamnodynastes hypoconia,unclear toxicity ??? unclear dangerousness,Length: up to 70.0 cm
Pantanal Mock Viper,Thamnodynastes lanei,unclear toxicity ??? unclear dangerousness,Length: up to 65.0 cm
Long Tailed Mock Viper,Thamnodynastes longicaudus,unclear toxicity ??? unclear dangerousness,Length: unknown
Marahuaca Mock Viper,Thamnodynastes marahuaquensis,unclear toxicity ??? unclear dangerousness,Length: up to 40.0 cm
Amazon Coastal House Snake,Thamnodynastes pallidus,unclear toxicity ??? unclear dangerousness,Length: up to 80.0 cm
Paraguana Mock Viper,Thamnodynastes paraguanae,unclear toxicity ??? unclear dangerousness,Length: unknown
Turimiquire Mock Viper,Thamnodynastes ramonriveroi,unclear toxicity ??? unclear dangerousness,Length: unknown
Prado's Coastal House Snake,Thamnodynastes rutilus,unclear toxicity ??? unclear dangerousness,Length: up to 70.0 cm
Sertao Mock Viper,Thamnodynastes sertanejo,unclear toxicity ??? unclear dangerousness,Length: up to 93.0 cm
Coastal House Snake,Thamnodynastes strigatus,venomous ?💀? unclear dangerousness,Length: up to 70.0 cm
Cerro Yaví Mock Viper,Thamnodynastes yavi,unclear toxicity ??? unclear dangerousness,Length: up to 39.0 cm
Phoenix Mock Viper,Thamnodynastes phoenix,unclear toxicity ??? unclear dangerousness,Length: unknown
Santa Cruz Garter Snake,Thamnophis atratus,venomous ?💀? unclear dangerousness,Length: up to 102.0 cm
Bogert's Garter Snake,Thamnophis bogerti,venomous ?💀? unclear dangerousness,Length: unknown
Shorthead Garter Snake,Thamnophis brachystoma,venomous ?💀? unclear dangerousness,Length: up to 56.0 cm
Butler's Garter Snake,Thamnophis butleri,venomous ?💀? unclear dangerousness,Length: up to 74.0 cm
Goldenhead Garter Snake,Thamnophis chrysocephalus,venomous ?💀? unclear dangerousness,Length: up to 69.0 cm
Conant's Garter Snake,Thamnophis conanti,venomous ?💀? unclear dangerousness,Length: unknown
Sierra Garter Snake,Thamnophis couchii,venomous 💀💀 harmful bite,Length: up to 125.0 cm
Blackneck Garter Snake,Thamnophis cyrtopsis,venomous ?💀? unclear dangerousness,Length: up to 114.0 cm
Western Terrestrial Garter Snake,Thamnophis elegans,venomous 💀💀 harmful bite,Length: up to 107.0 cm
Mexican Garter Snake,Thamnophis eques,venomous ?💀? unclear dangerousness,Length: up to 112.0 cm
Montane Garter Snake,Thamnophis exsul,venomous ?💀? unclear dangerousness,Length: up to 43.0 cm
Highland Garter Snake,Thamnophis fulvus,venomous ?💀? unclear dangerousness,Length: up to 65.0 cm
Giant Garter Snake,Thamnophis gigas,venomous ?💀? unclear dangerousness,Length: 22.0 to 165.0 cm
Godman's Garter Snake,Thamnophis godmani,venomous ?💀? unclear dangerousness,Length: up to 70.0 cm
Two Striped Garter Snake,Thamnophis hammondii,venomous ?💀? unclear dangerousness,Length: up to 90.0 cm
Liner's Garter Snake,Thamnophis lineri,venomous ?💀? unclear dangerousness,Length: unknown
Checkered Garter Snake,Thamnophis marcianus,venomous ?💀? unclear dangerousness,Length: up to 109.0 cm
Blackbelly Garter Snake,Thamnophis melanogaster,venomous ?💀? unclear dangerousness,Length: up to 86.0 cm
Tamaulipan Montane Garter Snake,Thamnophis mendax,venomous ?💀? unclear dangerousness,Length: up to 71.0 cm
Southern Durango Spotted Garter Snake,Thamnophis nigronuchalis,venomous ?💀? unclear dangerousness,Length: unknown
Northwestern Garter Snake,Thamnophis ordinoides,venomous ?💀? unclear dangerousness,Length: up to 97.0 cm
Tepalcatepec Valley Garter Snake,Thamnophis postremus,venomous ?💀? unclear dangerousness,Length: unknown
Western Ribbon Snake,Thamnophis proximus,venomous ?💀? unclear dangerousness,Length: up to 123.0 cm
Yellow Throated Gartersnake,Thamnophis pulchrilatus,venomous ?💀? unclear dangerousness,"Length: neonate from 18.7 cm, adult size unknown"
Plains Gartersnake,Thamnophis radix,venomous ?💀? unclear dangerousness,Length: up to 109.0 cm
Rossman's Garter Snake,Thamnophis rossmani,venomous ?💀? unclear dangerousness,Length: up to 90.0 cm
Narrowhead Garter Snake,Thamnophis rufipunctatus,venomous ?💀? unclear dangerousness,Length: up to 112.0 cm
Eastern Ribbon Snake,Thamnophis saurita,venomous ?💀? unclear dangerousness,Length: up to 102.0 cm
Longtail Alpine Garter Snake,Thamnophis scalaris,venomous ?💀? unclear dangerousness,Length: up to 81.0 cm
Short Tail Alpine Garter Snake,Thamnophis scaliger,venomous ?💀? unclear dangerousness,Length: up to 57.0 cm
Common Garter Snake,Thamnophis sirtalis,venomous 💀💀 harmful bite,Length: 13.0 to 138.0 cm
Sumichrast's Garter Snake,Thamnophis sumichrasti,venomous ?💀? unclear dangerousness,Length: up to 76.0 cm
West Coast Garter Snake,Thamnophis validus,venomous ?💀? unclear dangerousness,Length: up to 96.0 cm
Mexican Wandering Garter Snake,Thamnophis errans,venomous ?💀? unclear dangerousness,Length: unknown
Madrean Narrowheaded Garter Snake,Thamnophis unilabialis,venomous ?💀? unclear dangerousness,Length: unknown
Eastern Madagascar Water Snake,Thamnosophis epistibes,unclear toxicity ??? unclear dangerousness,Length: up to 92.0 cm
Ankafina Water Snake,Thamnosophis infrasignatus,unclear toxicity ??? unclear dangerousness,Length: up to 92.0 cm
Lateral Water Snake,Thamnosophis lateralis,unclear toxicity ??? unclear dangerousness,Length: up to 83.0 cm
Antsiranana Water Snake,Thamnosophis martae,unclear toxicity ??? unclear dangerousness,Length: up to 85.0 cm
Yellow Throated Water Snake,Thamnosophis mavotenda,unclear toxicity ??? unclear dangerousness,Length: unknown
Yellow Striped Water Snake,Thamnosophis stumpffi,unclear toxicity ??? unclear dangerousness,Length: up to 71.0 cm
Southern Twig Snake,Thelotornis capensis,venomous 💀💀💀💀 very dangerous bite,Length: 23.0 to 168.0 cm
Northern Twig Snake,Thelotornis kirtlandii,venomous 💀💀💀💀 very dangerous bite,Length: 25.0 to 171.0 cm
Mozambique Vine Snake,Thelotornis mossambicanus,venomous 💀💀💀💀 very dangerous bite,Length: up to 144.0 cm
Usambara Vine Snake,Thelotornis usambaricus,venomous 💀💀💀💀 very dangerous bite,Length: up to 128.0 cm
Xizang Hot Spring Keel Back,Thermophis baileyi,unclear toxicity ??? unclear dangerousness,Length: up to 95.0 cm
Sichuan Hot Spring Keel Back,Thermophis zhaoermii,unclear toxicity ??? unclear dangerousness,Length: unknown
Shangri-La Hot Spring Snake,Thermophis shangrila,unclear toxicity ??? unclear dangerousness,Length: unknown
Yellow Throated Bold Eyed Tree Snake,Thrasops flavigularis,venomous ?💀? unclear dangerousness,Length: up to 240.0 cm
Black Tree Snake,Thrasops jacksonii,venomous ?💀? unclear dangerousness,Length: up to 226.0 cm
Western Black Tree Snake,Thrasops occidentalis,venomous ?💀? unclear dangerousness,Length: up to 245.0 cm
Schmidt’s Bold Eyed Tree Snake,Thrasops schmidti,venomous ?💀? unclear dangerousness,Length: unknown
Ocellated Pampas Snake,Tomodon ocellatus,venomous ?💀? unclear dangerousness,Length: up to 53.0 cm
Bolivian Pampas Snake,Tomodon orestes,venomous ?💀? unclear dangerousness,Length: up to 66.4 cm
Pampas Snake,Tomodon dorsatus,unclear toxicity ??? unclear dangerousness,Length: up to 60.0 cm
